date,home_team,away_team,team,scorer,minute,own_goal,penalty
2021-06-07,Bangladesh,India,India,Sunil Chhetri,79,FALSE,FALSE
2021-06-07,Bangladesh,India,India,Sunil Chhetri,90,FALSE,FALSE
2021-06-07,China PR,Philippines,China PR,Wu Lei,56,FALSE,TRUE
2021-06-07,China PR,Philippines,China PR,Wu Xinghan,65,FALSE,FALSE
2021-06-07,Guam,Syria,Syria,Mardik Mardikian,6,FALSE,FALSE
2021-06-07,Guam,Syria,Syria,Mardik Mardikian,9,FALSE,FALSE
2021-06-07,Guam,Syria,Syria,Mahmoud Al-Mawas,84,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Mohanad Ali,1,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Bashar Resan,23,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Ali Adnan Kadhim,27,FALSE,TRUE
2021-06-07,Iraq,Cambodia,Cambodia,Soeuy Visal,55,FALSE,FALSE
2021-06-07,Iraq,Cambodia,Iraq,Safaa Hadi,90,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Kyogo Furuhashi,6,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Tajikistan,Ehson Panjshanbe,9,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Takumi Minamino,40,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Kento Hashimoto,51,FALSE,FALSE
2021-06-07,Japan,Tajikistan,Japan,Hayao Kawabe,71,FALSE,FALSE
2021-06-07,Kyrgyzstan,Mongolia,Mongolia,Oyunbaataryn Mijiddorj,34,FALSE,FALSE
2021-06-07,Nepal,Jordan,Jordan,Baha' Faisal,23,FALSE,TRUE
2021-06-07,Nepal,Jordan,Jordan,Baha' Faisal,48,FALSE,FALSE
2021-06-07,Nepal,Jordan,Jordan,Yazan Al-Arab,67,FALSE,FALSE
2021-06-07,Qatar,Oman,Qatar,Hassan Al-Haydos,39,FALSE,TRUE
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Caio Canedo,14,FALSE,FALSE
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Fábio Virginio de Lima,33,FALSE,FALSE
2021-06-07,United Arab Emirates,Thailand,Thailand,Suphanat Mueanta,54,FALSE,FALSE
2021-06-07,United Arab Emirates,Thailand,United Arab Emirates,Mohammed Jumaa,90,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Jaloliddin Masharipov,6,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Jaloliddin Masharipov,34,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Eldor Shomurodov,45,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Odil Ahmedov,50,FALSE,FALSE
2021-06-07,Uzbekistan,Singapore,Uzbekistan,Irfan Fandi,88,TRUE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Nguyễn Tiến Linh,51,FALSE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Nguyễn Quang Hải,62,FALSE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Nguyễn Công Phượng,67,FALSE,FALSE
2021-06-07,Vietnam,Indonesia,Vietnam,Vũ Văn Thanh,74,FALSE,FALSE
2021-06-08,Barbados,Dominica,Barbados,Emile Saimovici,48,FALSE,FALSE
2021-06-08,Barbados,Dominica,Dominica,Julian Wade,57,FALSE,FALSE
2021-06-08,Bermuda,Cayman Islands,Cayman Islands,Mark Ebanks,23,FALSE,FALSE
2021-06-08,Bermuda,Cayman Islands,Bermuda,Kole Hall,65,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Alphonso Davies,37,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Jonathan David,59,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Jonathan David,73,FALSE,FALSE
2021-06-08,Canada,Suriname,Canada,Jonathan David,77,FALSE,TRUE
2021-06-08,Chile,Bolivia,Chile,Erick Pulgar,69,FALSE,FALSE
2021-06-08,Chile,Bolivia,Bolivia,Marcelo Martins Moreno,81,FALSE,TRUE
2021-06-08,Colombia,Argentina,Argentina,Cristian Romero,3,FALSE,FALSE
2021-06-08,Colombia,Argentina,Argentina,Leandro Paredes,8,FALSE,FALSE
2021-06-08,Colombia,Argentina,Colombia,Luis Muriel,51,FALSE,TRUE
2021-06-08,Colombia,Argentina,Colombia,Miguel Borja,90,FALSE,FALSE
2021-06-08,Ecuador,Peru,Peru,Christian Cueva,63,FALSE,FALSE
2021-06-08,Ecuador,Peru,Peru,Luis Advíncula,89,FALSE,FALSE
2021-06-08,Ecuador,Peru,Ecuador,Gonzalo Plata,90,FALSE,FALSE
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,Eriq Zavaleta,40,FALSE,FALSE
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,David Rugamas,68,FALSE,FALSE
2021-06-08,El Salvador,Antigua and Barbuda,El Salvador,Walmer Martinez,85,FALSE,FALSE
2021-06-08,Grenada,Montserrat,Grenada,Saydrel Lewis,51,FALSE,FALSE
2021-06-08,Grenada,Montserrat,Montserrat,Lyle Taylor,85,FALSE,FALSE
2021-06-08,Grenada,Montserrat,Montserrat,Lyle Taylor,87,FALSE,TRUE
2021-06-08,Guyana,Puerto Rico,Puerto Rico,Ricardo Rivera,12,FALSE,FALSE
2021-06-08,Guyana,Puerto Rico,Puerto Rico,Isaac Angking,25,FALSE,TRUE
2021-06-08,Haiti,Nicaragua,Haiti,Derrick Etienne,63,FALSE,FALSE
2021-06-08,Panama,Dominican Republic,Panama,Aníbal Godoy,8,FALSE,FALSE
2021-06-08,Panama,Dominican Republic,Panama,Yoel Bárcenas,67,FALSE,FALSE
2021-06-08,Panama,Dominican Republic,Panama,Cecilio Waterman,86,FALSE,FALSE
2021-06-08,Paraguay,Brazil,Brazil,Neymar,4,FALSE,FALSE
2021-06-08,Paraguay,Brazil,Brazil,Lucas Paquetá,90,FALSE,FALSE
2021-06-08,Saint Vincent and the Grenadines,Cuba,Cuba,Maikel Reyes,64,FALSE,FALSE
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Duane Muckette,36,FALSE,FALSE
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Khaleem Hyland,74,FALSE,FALSE
2021-06-09,South Korea,Sri Lanka,South Korea,Kim Shin-wook,14,FALSE,FALSE
2021-06-09,South Korea,Sri Lanka,South Korea,Lee Dong-gyeong,22,FALSE,FALSE
2021-06-09,South Korea,Sri Lanka,South Korea,Kim Shin-wook,42,FALSE,TRUE
2021-06-09,South Korea,Sri Lanka,South Korea,Hwang Hee-chan,53,FALSE,FALSE
2021-06-09,South Korea,Sri Lanka,South Korea,Jeong Sang-bin,77,FALSE,FALSE
2021-06-09,Turkmenistan,Lebanon,Turkmenistan,Zafar Babajanow,59,FALSE,FALSE
2021-06-09,Turkmenistan,Lebanon,Lebanon,Rabih Ataya,73,FALSE,FALSE
2021-06-09,Turkmenistan,Lebanon,Lebanon,Soony Saad,75,FALSE,FALSE
2021-06-09,Turkmenistan,Lebanon,Turkmenistan,Güýçmyrat Annagulyýew,85,FALSE,FALSE
2021-06-09,Turkmenistan,Lebanon,Turkmenistan,Altymyrat Annadurdyýew,90,FALSE,FALSE
2021-06-10,Estonia,Latvia,Estonia,Mattias Käit,5,FALSE,FALSE
2021-06-10,Estonia,Latvia,Estonia,Mattias Käit,40,FALSE,FALSE
2021-06-10,Estonia,Latvia,Latvia,Dāvis Ikaunieks,84,FALSE,TRUE
2021-06-11,Afghanistan,Oman,Oman,Abdullah Fawaz,13,FALSE,FALSE
2021-06-11,Afghanistan,Oman,Afghanistan,Omid Popalzay,23,FALSE,FALSE
2021-06-11,Afghanistan,Oman,Oman,Abdullah Fawaz,51,FALSE,FALSE
2021-06-11,Cambodia,Iran,Iran,Alireza Jahanbakhsh,16,FALSE,TRUE
2021-06-11,Cambodia,Iran,Iran,Shojae Khalilzadeh,22,FALSE,FALSE
2021-06-11,Cambodia,Iran,Iran,Mehdi Taremi,27,FALSE,FALSE
2021-06-11,Cambodia,Iran,Iran,Sor Rotana,32,TRUE,FALSE
2021-06-11,Cambodia,Iran,Iran,Milad Mohammadi,58,FALSE,FALSE
2021-06-11,Cambodia,Iran,Iran,Morteza Pouraliganji,64,FALSE,FALSE
2021-06-11,Cambodia,Iran,Iran,Karim Ansarifard,77,FALSE,TRUE
2021-06-11,Cambodia,Iran,Iran,Kaveh Rezaei,80,FALSE,FALSE
2021-06-11,Cambodia,Iran,Iran,Mehdi Ghayedi,84,FALSE,FALSE
2021-06-11,Cambodia,Iran,Iran,Kaveh Rezaei,87,FALSE,FALSE
2021-06-11,China PR,Maldives,China PR,Liu Binbin,5,FALSE,FALSE
2021-06-11,China PR,Maldives,China PR,Wu Lei,30,FALSE,FALSE
2021-06-11,China PR,Maldives,China PR,Alan Carvalho,68,FALSE,FALSE
2021-06-11,China PR,Maldives,China PR,Zhang Yuning,69,FALSE,FALSE
2021-06-11,China PR,Maldives,China PR,Tan Long,79,FALSE,FALSE
2021-06-11,Hong Kong,Iraq,Iraq,Fung Hing Wa,11,TRUE,FALSE
2021-06-11,Italy,Turkey,Italy,Merih Demiral,53,TRUE,FALSE
2021-06-11,Italy,Turkey,Italy,Ciro Immobile,66,FALSE,FALSE
2021-06-11,Italy,Turkey,Italy,Lorenzo Insigne,79,FALSE,FALSE
2021-06-11,Malaysia,Vietnam,Vietnam,Nguyễn Tiến Linh,27,FALSE,FALSE
2021-06-11,Malaysia,Vietnam,Malaysia,Guilherme de Paula Lucrécio,72,FALSE,TRUE
2021-06-11,Malaysia,Vietnam,Vietnam,Quế Ngọc Hải,82,FALSE,TRUE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Tursunali Rustamov,22,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Gulzhigit Alykulov,29,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Farhat Musabekov,34,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Alimardon Shukurov,45,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,45,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,61,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Abay Bokoleyev,63,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Myanmar,Hlaing Bo Bo,69,FALSE,FALSE
2021-06-11,Myanmar,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,78,FALSE,FALSE
2021-06-11,Nepal,Australia,Australia,Mathew Leckie,6,FALSE,FALSE
2021-06-11,Nepal,Australia,Australia,Fran Karačić,38,FALSE,FALSE
2021-06-11,Nepal,Australia,Australia,Martin Boyle,57,FALSE,FALSE
2021-06-11,Philippines,Guam,Philippines,Ángel Guirado,12,FALSE,FALSE
2021-06-11,Philippines,Guam,Philippines,Marcus Lopez,60,TRUE,FALSE
2021-06-11,Philippines,Guam,Philippines,Mark Hartmann,88,FALSE,FALSE
2021-06-11,Saudi Arabia,Singapore,Saudi Arabia,Salem Al-Dawsari,84,FALSE,FALSE
2021-06-11,Saudi Arabia,Singapore,Saudi Arabia,Fahad Al-Muwallad,86,FALSE,FALSE
2021-06-11,Saudi Arabia,Singapore,Saudi Arabia,Saleh Al-Shehri,90,FALSE,FALSE
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Ali Mabkhout,22,FALSE,FALSE
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Fábio Virginio de Lima,28,FALSE,FALSE
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Ali Mabkhout,49,FALSE,TRUE
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Fábio Virginio de Lima,55,FALSE,FALSE
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,Sebastián Tagliabúe,86,FALSE,FALSE
2021-06-11,Yemen,Uzbekistan,Uzbekistan,Jaloliddin Masharipov,19,FALSE,TRUE
2021-06-12,Denmark,Finland,Finland,Joel Pohjanpalo,60,FALSE,FALSE
2021-06-12,Haiti,Canada,Canada,Cyle Larin,14,FALSE,FALSE
2021-06-12,Panama,Curaçao,Panama,Alberto Quintero,55,FALSE,FALSE
2021-06-12,Panama,Curaçao,Panama,Cecilio Waterman,77,FALSE,FALSE
2021-06-12,Panama,Curaçao,Curaçao,Rangelo Janga,87,FALSE,FALSE
2021-06-12,Russia,Belgium,Belgium,Romelu Lukaku,10,FALSE,FALSE
2021-06-12,Russia,Belgium,Belgium,Thomas Meunier,34,FALSE,FALSE
2021-06-12,Russia,Belgium,Belgium,Romelu Lukaku,88,FALSE,FALSE
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,David Rugamas,3,FALSE,FALSE
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,Joshua Pérez,20,FALSE,FALSE
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,David Rugamas,27,FALSE,FALSE
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,Darwin Cerén,64,FALSE,TRUE
2021-06-12,Wales,Switzerland,Switzerland,Breel Embolo,49,FALSE,FALSE
2021-06-12,Wales,Switzerland,Wales,Kieffer Moore,74,FALSE,FALSE
2021-06-13,Austria,North Macedonia,Austria,Stefan Lainer,18,FALSE,FALSE
2021-06-13,Austria,North Macedonia,North Macedonia,Goran Pandev,28,FALSE,FALSE
2021-06-13,Austria,North Macedonia,Austria,Michael Gregoritsch,78,FALSE,FALSE
2021-06-13,Austria,North Macedonia,Austria,Marko Arnautović,89,FALSE,FALSE
2021-06-13,Brazil,Venezuela,Brazil,Marquinhos,23,FALSE,FALSE
2021-06-13,Brazil,Venezuela,Brazil,Neymar,64,FALSE,TRUE
2021-06-13,Brazil,Venezuela,Brazil,Gabriel Barbosa,89,FALSE,FALSE
2021-06-13,Colombia,Ecuador,Colombia,Edwin Cardona,42,FALSE,FALSE
2021-06-13,England,Croatia,England,Raheem Sterling,57,FALSE,FALSE
2021-06-13,Netherlands,Ukraine,Netherlands,Georginio Wijnaldum,52,FALSE,FALSE
2021-06-13,Netherlands,Ukraine,Netherlands,Wout Weghorst,58,FALSE,FALSE
2021-06-13,Netherlands,Ukraine,Ukraine,Andriy Yarmolenko,75,FALSE,FALSE
2021-06-13,Netherlands,Ukraine,Ukraine,Roman Yaremchuk,79,FALSE,FALSE
2021-06-13,Netherlands,Ukraine,Netherlands,Denzel Dumfries,85,FALSE,FALSE
2021-06-13,South Korea,Lebanon,Lebanon,Soony Saad,12,FALSE,FALSE
2021-06-13,South Korea,Lebanon,South Korea,Maher Sabra,50,TRUE,FALSE
2021-06-13,South Korea,Lebanon,South Korea,Son Heung-min,65,FALSE,TRUE
2021-06-14,Argentina,Chile,Argentina,Lionel Messi,33,FALSE,FALSE
2021-06-14,Argentina,Chile,Chile,Eduardo Vargas,57,FALSE,FALSE
2021-06-14,Paraguay,Bolivia,Bolivia,Erwin Saavedra,10,FALSE,TRUE
2021-06-14,Paraguay,Bolivia,Paraguay,Alejandro Romero Gamarra,62,FALSE,FALSE
2021-06-14,Paraguay,Bolivia,Paraguay,Ángel Romero,65,FALSE,FALSE
2021-06-14,Paraguay,Bolivia,Paraguay,Ángel Romero,80,FALSE,FALSE
2021-06-14,Poland,Slovakia,Slovakia,Wojciech Szczęsny,18,TRUE,FALSE
2021-06-14,Poland,Slovakia,Poland,Karol Linetty,46,FALSE,FALSE
2021-06-14,Poland,Slovakia,Slovakia,Milan Škriniar,69,FALSE,FALSE
2021-06-14,Scotland,Czech Republic,Czech Republic,Patrik Schick,42,FALSE,FALSE
2021-06-14,Scotland,Czech Republic,Czech Republic,Patrik Schick,52,FALSE,FALSE
2021-06-15,Australia,Jordan,Australia,Harry Souttar,77,FALSE,FALSE
2021-06-15,Bahrain,Hong Kong,Bahrain,Sayed Dhiya Saeed,49,FALSE,FALSE
2021-06-15,Bahrain,Hong Kong,Bahrain,Hashim Sayed Isa,54,FALSE,TRUE
2021-06-15,Bahrain,Hong Kong,Bahrain,Hashim Sayed Isa,70,FALSE,FALSE
2021-06-15,Bahrain,Hong Kong,Bahrain,Ismail Abdullatif,90,FALSE,TRUE
2021-06-15,Bangladesh,Oman,Oman,Mohammed Al-Ghafri,22,FALSE,FALSE
2021-06-15,Bangladesh,Oman,Oman,Khalid Al-Hajri,60,FALSE,FALSE
2021-06-15,Bangladesh,Oman,Oman,Khalid Al-Hajri,80,FALSE,FALSE
2021-06-15,Canada,Haiti,Canada,Josué Duverger,46,TRUE,FALSE
2021-06-15,Canada,Haiti,Canada,Cyle Larin,74,FALSE,FALSE
2021-06-15,Canada,Haiti,Canada,Junior Hoilett,89,FALSE,FALSE
2021-06-15,China PR,Syria,China PR,Zhang Xizhe,43,FALSE,FALSE
2021-06-15,China PR,Syria,Syria,Aias Aosman,50,FALSE,FALSE
2021-06-15,China PR,Syria,China PR,Wu Lei,69,FALSE,TRUE
2021-06-15,China PR,Syria,China PR,Zhang Yuning,90,FALSE,FALSE
2021-06-15,El Salvador,Saint Kitts and Nevis,El Salvador,Joshua Pérez,24,FALSE,FALSE
2021-06-15,El Salvador,Saint Kitts and Nevis,El Salvador,Gerson Mayen,87,FALSE,FALSE
2021-06-15,Germany,France,France,Mats Hummels,20,TRUE,FALSE
2021-06-15,Hungary,Portugal,Portugal,Raphaël Guerreiro,84,FALSE,FALSE
2021-06-15,Hungary,Portugal,Portugal,Cristiano Ronaldo,87,FALSE,TRUE
2021-06-15,Hungary,Portugal,Portugal,Cristiano Ronaldo,90,FALSE,FALSE
2021-06-15,India,Afghanistan,India,Ovays Azizi,75,TRUE,FALSE
2021-06-15,India,Afghanistan,Afghanistan,Hossein Zamani,81,FALSE,FALSE
2021-06-15,Iran,Iraq,Iran,Sardar Azmoun,35,FALSE,FALSE
2021-06-15,Japan,Kyrgyzstan,Japan,Ado Onaiwu,27,FALSE,TRUE
2021-06-15,Japan,Kyrgyzstan,Japan,Ado Onaiwu,31,FALSE,FALSE
2021-06-15,Japan,Kyrgyzstan,Japan,Ado Onaiwu,33,FALSE,FALSE
2021-06-15,Japan,Kyrgyzstan,Kyrgyzstan,Mirlan Murzaev,45,FALSE,TRUE
2021-06-15,Japan,Kyrgyzstan,Japan,Sho Sasaki,72,FALSE,FALSE
2021-06-15,Japan,Kyrgyzstan,Japan,Takuma Asano,77,FALSE,FALSE
2021-06-15,Kuwait,Taiwan,Kuwait,Yousef Nasser,14,FALSE,FALSE
2021-06-15,Kuwait,Taiwan,Taiwan,Wu Chun-ching,51,FALSE,FALSE
2021-06-15,Kuwait,Taiwan,Kuwait,Yousef Nasser,71,FALSE,FALSE
2021-06-15,Palestine,Yemen,Palestine,Oday Dabbagh,43,FALSE,FALSE
2021-06-15,Palestine,Yemen,Palestine,Yaser Hamed,45,FALSE,FALSE
2021-06-15,Palestine,Yemen,Palestine,Oday Dabbagh,84,FALSE,FALSE
2021-06-15,Philippines,Maldives,Philippines,Ángel Guirado,19,FALSE,FALSE
2021-06-15,Philippines,Maldives,Maldives,Ali Fasir,25,FALSE,FALSE
2021-06-15,Saudi Arabia,Uzbekistan,Saudi Arabia,Salman Al-Faraj,25,FALSE,FALSE
2021-06-15,Saudi Arabia,Uzbekistan,Saudi Arabia,Salman Al-Faraj,33,FALSE,FALSE
2021-06-15,Saudi Arabia,Uzbekistan,Saudi Arabia,Ali Al-Hassan,52,FALSE,FALSE
2021-06-15,Tajikistan,Myanmar,Tajikistan,Komron Tursunov,34,FALSE,FALSE
2021-06-15,Tajikistan,Myanmar,Tajikistan,Manuchekhr Dzhalilov,53,FALSE,FALSE
2021-06-15,Tajikistan,Myanmar,Tajikistan,Sheriddin Boboev,78,FALSE,FALSE
2021-06-15,Tajikistan,Myanmar,Tajikistan,Shahrom Samiev,87,FALSE,FALSE
2021-06-15,Thailand,Malaysia,Malaysia,Safawi Rasid,52,FALSE,TRUE
2021-06-15,United Arab Emirates,Vietnam,United Arab Emirates,Ali Salmeen,32,FALSE,FALSE
2021-06-15,United Arab Emirates,Vietnam,United Arab Emirates,Ali Mabkhout,40,FALSE,TRUE
2021-06-15,United Arab Emirates,Vietnam,United Arab Emirates,Mahmoud Khamees,50,FALSE,FALSE
2021-06-15,United Arab Emirates,Vietnam,Vietnam,Nguyễn Tiến Linh,85,FALSE,FALSE
2021-06-15,United Arab Emirates,Vietnam,Vietnam,Trần Minh Vương,90,FALSE,FALSE
2021-06-16,Italy,Switzerland,Italy,Manuel Locatelli,26,FALSE,FALSE
2021-06-16,Italy,Switzerland,Italy,Manuel Locatelli,52,FALSE,FALSE
2021-06-16,Italy,Switzerland,Italy,Ciro Immobile,89,FALSE,FALSE
2021-06-16,Russia,Finland,Russia,Aleksei Miranchuk,45,FALSE,FALSE
2021-06-16,Turkey,Wales,Wales,Aaron Ramsey,42,FALSE,FALSE
2021-06-16,Turkey,Wales,Wales,Connor Roberts,90,FALSE,FALSE
2021-06-17,Brazil,Peru,Brazil,Alex Sandro,12,FALSE,FALSE
2021-06-17,Brazil,Peru,Brazil,Neymar,68,FALSE,FALSE
2021-06-17,Brazil,Peru,Brazil,Éverton Ribeiro,89,FALSE,FALSE
2021-06-17,Brazil,Peru,Brazil,Richarlison,90,FALSE,FALSE
2021-06-17,Denmark,Belgium,Denmark,Yussuf Poulsen,2,FALSE,FALSE
2021-06-17,Denmark,Belgium,Belgium,Thorgan Hazard,55,FALSE,FALSE
2021-06-17,Denmark,Belgium,Belgium,Kevin De Bruyne,70,FALSE,FALSE
2021-06-17,Netherlands,Austria,Netherlands,Memphis Depay,11,FALSE,TRUE
2021-06-17,Netherlands,Austria,Netherlands,Denzel Dumfries,67,FALSE,FALSE
2021-06-17,Ukraine,North Macedonia,Ukraine,Andriy Yarmolenko,29,FALSE,FALSE
2021-06-17,Ukraine,North Macedonia,Ukraine,Roman Yaremchuk,34,FALSE,FALSE
2021-06-17,Ukraine,North Macedonia,North Macedonia,Ezgjan Alioski,57,FALSE,FALSE
2021-06-18,Argentina,Uruguay,Argentina,Guido Rodríguez,13,FALSE,FALSE
2021-06-18,Chile,Bolivia,Chile,Ben Brereton Díaz,10,FALSE,FALSE
2021-06-18,Croatia,Czech Republic,Czech Republic,Patrik Schick,37,FALSE,TRUE
2021-06-18,Croatia,Czech Republic,Croatia,Ivan Perišić,47,FALSE,FALSE
2021-06-18,Sweden,Slovakia,Sweden,Emil Forsberg,77,FALSE,TRUE
2021-06-19,Germany,Portugal,Portugal,Cristiano Ronaldo,15,FALSE,FALSE
2021-06-19,Germany,Portugal,Germany,Rúben Dias,35,TRUE,FALSE
2021-06-19,Germany,Portugal,Germany,Raphaël Guerreiro,39,TRUE,FALSE
2021-06-19,Germany,Portugal,Germany,Kai Havertz,51,FALSE,FALSE
2021-06-19,Germany,Portugal,Germany,Robin Gosens,60,FALSE,FALSE
2021-06-19,Germany,Portugal,Portugal,Diogo Jota,67,FALSE,FALSE
2021-06-19,Hungary,France,Hungary,Attila Fiola,45,FALSE,FALSE
2021-06-19,Hungary,France,France,Antoine Griezmann,66,FALSE,FALSE
2021-06-19,Spain,Poland,Spain,Álvaro Morata,25,FALSE,FALSE
2021-06-19,Spain,Poland,Poland,Robert Lewandowski,54,FALSE,FALSE
2021-06-20,Colombia,Peru,Peru,Sergio Peña,17,FALSE,FALSE
2021-06-20,Colombia,Peru,Colombia,Miguel Borja,53,FALSE,TRUE
2021-06-20,Colombia,Peru,Peru,Yerry Mina,64,TRUE,FALSE
2021-06-20,Italy,Wales,Italy,Matteo Pessina,39,FALSE,FALSE
2021-06-20,Switzerland,Turkey,Switzerland,Haris Seferovic,6,FALSE,FALSE
2021-06-20,Switzerland,Turkey,Switzerland,Xherdan Shaqiri,26,FALSE,FALSE
2021-06-20,Switzerland,Turkey,Turkey,İrfan Kahveci,62,FALSE,FALSE
2021-06-20,Switzerland,Turkey,Switzerland,Xherdan Shaqiri,68,FALSE,FALSE
2021-06-20,Venezuela,Ecuador,Ecuador,Ayrton Preciado,39,FALSE,FALSE
2021-06-20,Venezuela,Ecuador,Venezuela,Edson Castillo,51,FALSE,FALSE
2021-06-20,Venezuela,Ecuador,Ecuador,Gonzalo Plata,71,FALSE,FALSE
2021-06-20,Venezuela,Ecuador,Venezuela,Ronald Hernández,90,FALSE,FALSE
2021-06-21,Argentina,Paraguay,Argentina,Papu Gómez,10,FALSE,FALSE
2021-06-21,Denmark,Russia,Denmark,Mikkel Damsgaard,38,FALSE,FALSE
2021-06-21,Denmark,Russia,Denmark,Yussuf Poulsen,59,FALSE,FALSE
2021-06-21,Denmark,Russia,Russia,Artem Dzyuba,70,FALSE,TRUE
2021-06-21,Denmark,Russia,Denmark,Andreas Christensen,79,FALSE,FALSE
2021-06-21,Denmark,Russia,Denmark,Joakim Mæhle,82,FALSE,FALSE
2021-06-21,Finland,Belgium,Belgium,Lukáš Hrádecký,74,TRUE,FALSE
2021-06-21,Finland,Belgium,Belgium,Romelu Lukaku,81,FALSE,FALSE
2021-06-21,Netherlands,North Macedonia,Netherlands,Memphis Depay,24,FALSE,FALSE
2021-06-21,Netherlands,North Macedonia,Netherlands,Georginio Wijnaldum,50,FALSE,FALSE
2021-06-21,Netherlands,North Macedonia,Netherlands,Georginio Wijnaldum,58,FALSE,FALSE
2021-06-21,Ukraine,Austria,Austria,Christoph Baumgartner,21,FALSE,FALSE
2021-06-21,Uruguay,Chile,Chile,Eduardo Vargas,26,FALSE,FALSE
2021-06-21,Uruguay,Chile,Uruguay,Luis Suárez,66,FALSE,FALSE
2021-06-22,England,Czech Republic,England,Raheem Sterling,12,FALSE,FALSE
2021-06-22,Scotland,Croatia,Croatia,Nikola Vlašić,17,FALSE,FALSE
2021-06-22,Scotland,Croatia,Scotland,Callum McGregor,42,FALSE,FALSE
2021-06-22,Scotland,Croatia,Croatia,Luka Modrić,62,FALSE,FALSE
2021-06-22,Scotland,Croatia,Croatia,Ivan Perišić,77,FALSE,FALSE
2021-06-23,Brazil,Colombia,Colombia,Luis Díaz,10,FALSE,FALSE
2021-06-23,Brazil,Colombia,Brazil,Roberto Firmino,78,FALSE,FALSE
2021-06-23,Brazil,Colombia,Brazil,Casemiro,90,FALSE,FALSE
2021-06-23,Ecuador,Peru,Ecuador,Renato Tapia,23,TRUE,FALSE
2021-06-23,Ecuador,Peru,Ecuador,Ayrton Preciado,45,FALSE,FALSE
2021-06-23,Ecuador,Peru,Peru,Gianluca Lapadula,49,FALSE,FALSE
2021-06-23,Ecuador,Peru,Peru,André Carrillo,54,FALSE,FALSE
2021-06-23,Germany,Hungary,Hungary,Ádám Szalai,11,FALSE,FALSE
2021-06-23,Germany,Hungary,Germany,Kai Havertz,66,FALSE,FALSE
2021-06-23,Germany,Hungary,Hungary,András Schäfer,68,FALSE,FALSE
2021-06-23,Germany,Hungary,Germany,Leon Goretzka,84,FALSE,FALSE
2021-06-23,Portugal,France,Portugal,Cristiano Ronaldo,31,FALSE,TRUE
2021-06-23,Portugal,France,France,Karim Benzema,45,FALSE,TRUE
2021-06-23,Portugal,France,France,Karim Benzema,47,FALSE,FALSE
2021-06-23,Portugal,France,Portugal,Cristiano Ronaldo,60,FALSE,TRUE
2021-06-23,Spain,Slovakia,Spain,Martin Dúbravka,30,TRUE,FALSE
2021-06-23,Spain,Slovakia,Spain,Aymeric Laporte,45,FALSE,FALSE
2021-06-23,Spain,Slovakia,Spain,Pablo Sarabia,56,FALSE,FALSE
